work_title,piece.piece_id,piece__title,voice_id,order,original_name,regularized_name,CRIM_Obs_Name
Missa Benedicta es (Palestrina),CRIM_Mass_0015_3,Credo,CRIM_Mass_0015_3(4),4,[Tenor],Tenor,[Tenor]
Missa Benedicta es (Palestrina),CRIM_Mass_0015_3,Credo,CRIM_Mass_0015_3(5),5,Bassus [1],Bassus 1,Bassus [1]
Missa Benedicta es (Palestrina),CRIM_Mass_0015_3,Credo,CRIM_Mass_0015_3(6),6,Bassus [2],Bassus 2,Bassus [2]
Missa Benedicta es (Palestrina),CRIM_Mass_0015_4,Sanctus,CRIM_Mass_0015_4(1),1,Discantus,Discantus,Discantus
Missa Benedicta es (Palestrina),CRIM_Mass_0015_4,Sanctus,CRIM_Mass_0015_4(2),2,Contratenor [1],Contratenor 1,Contratenor [1]
Missa Benedicta es (Palestrina),CRIM_Mass_0015_4,Sanctus,CRIM_Mass_0015_4(3),3,Contratenor [2],Contratenor 2,Contratenor [2]
Missa Benedicta es (Palestrina),CRIM_Mass_0015_4,Sanctus,CRIM_Mass_0015_4(4),4,Tenor,Tenor,Tenor
Missa Benedicta es (Palestrina),CRIM_Mass_0015_4,Sanctus,CRIM_Mass_0015_4(5),5,Bassus [1],Bassus 1,Bassus [1]
Missa Benedicta es (Palestrina),CRIM_Mass_0015_4,Sanctus,CRIM_Mass_0015_4(6),6,Bassus [2],Bassus 2,Bassus [2]
Missa Benedicta es (Palestrina),CRIM_Mass_0015_5,Agnus Dei,CRIM_Mass_0015_5(1),1,[Discantus],Discantus,[Discantus]
Missa Benedicta es (Palestrina),CRIM_Mass_0015_5,Agnus Dei,CRIM_Mass_0015_5(2),2,[Contratenor 1],Contratenor 1,[Contratenor 1]
Missa Benedicta es (Palestrina),CRIM_Mass_0015_5,Agnus Dei,CRIM_Mass_0015_5(3),3,[Contratenor 2],Contratenor 2,[Contratenor 2]
Missa Benedicta es (Palestrina),CRIM_Mass_0015_5,Agnus Dei,CRIM_Mass_0015_5(4),4,[Tenor],Tenor,[Tenor]
Missa Benedicta es (Palestrina),CRIM_Mass_0015_5,Agnus Dei,CRIM_Mass_0015_5(5),5,[Bassus 1],Bassus 1,[Bassus 1]
Missa Benedicta es (Palestrina),CRIM_Mass_0015_5,Agnus Dei,CRIM_Mass_0015_5(6),6,[Bassus 2],Bassus 2,[Bassus 2]
Missa Mente tota (Willaert),CRIM_Mass_0016_1,Kyrie,CRIM_Mass_0016_1(1),1,[Discantus],Discantus,[Discantus]
Missa Mente tota (Willaert),CRIM_Mass_0016_1,Kyrie,CRIM_Mass_0016_1(2),2,[Contratenor Primus],Contratenor 1,[ContratenorPrimus]
Missa Mente tota (Willaert),CRIM_Mass_0016_1,Kyrie,CRIM_Mass_0016_1(3),3,Contratenor Secundus,Contratenor 2,ContratenorSecundus
Missa Mente tota (Willaert),CRIM_Mass_0016_1,Kyrie,CRIM_Mass_0016_1(4),4,Tenor,Tenor,Tenor
Missa Mente tota (Willaert),CRIM_Mass_0016_1,Kyrie,CRIM_Mass_0016_1(5),5,Vagans,Vagans,Vagans
Missa Mente tota (Willaert),CRIM_Mass_0016_1,Kyrie,CRIM_Mass_0016_1(6),6,Bassus,Bassus,Bassus
Missa Mente tota (Willaert),CRIM_Mass_0016_2,Gloria,CRIM_Mass_0016_2(1),1,[Discantus],Discantus,[Discantus]
Missa Mente tota (Willaert),CRIM_Mass_0016_2,Gloria,CRIM_Mass_0016_2(2),2,[Contratenor Primus],Contratenor 1,[ContratenorPrimus]
Missa Mente tota (Willaert),CRIM_Mass_0016_2,Gloria,CRIM_Mass_0016_2(3),3,[Contratenor Secundus],Contratenor 2,ContratenorSecundus
Missa Mente tota (Willaert),CRIM_Mass_0016_2,Gloria,CRIM_Mass_0016_2(4),4,[Tenor],Tenor,Tenor
Missa Mente tota (Willaert),CRIM_Mass_0016_2,Gloria,CRIM_Mass_0016_2(5),5,[Vagans],Vagans,Vagans
Missa Mente tota (Willaert),CRIM_Mass_0016_2,Gloria,CRIM_Mass_0016_2(6),6,[Bassus],Bassus,Bassus
Missa Mente tota (Willaert),CRIM_Mass_0016_3,Credo,CRIM_Mass_0016_3(1),1,[Discantus],Discantus,[Discantus]
Missa Mente tota (Willaert),CRIM_Mass_0016_3,Credo,CRIM_Mass_0016_3(2),2,[Contratenor Primus],Contratenor 1,[ContratenorPrimus]
Missa Mente tota (Willaert),CRIM_Mass_0016_3,Credo,CRIM_Mass_0016_3(3),3,[Contratenor Secundus],Contratenor 2,ContratenorSecundus
Missa Mente tota (Willaert),CRIM_Mass_0016_3,Credo,CRIM_Mass_0016_3(4),4,[Tenor],Tenor,Tenor
Missa Mente tota (Willaert),CRIM_Mass_0016_3,Credo,CRIM_Mass_0016_3(5),5,[Vagans],Vagans,Vagans
Missa Mente tota (Willaert),CRIM_Mass_0016_3,Credo,CRIM_Mass_0016_3(6),6,[Bassus],Bassus,Bassus
Missa Mente tota (Willaert),CRIM_Mass_0016_4,Sanctus,CRIM_Mass_0016_4(1),1,[Discantus],Discantus,[Discantus]
Missa Mente tota (Willaert),CRIM_Mass_0016_4,Sanctus,CRIM_Mass_0016_4(2),2,[Contratenor Primus],Contratenor 1,[ContratenorPrimus]
Missa Mente tota (Willaert),CRIM_Mass_0016_4,Sanctus,CRIM_Mass_0016_4(3),3,[Contratenor Secundus],Contratenor 2,ContratenorSecundus
Missa Mente tota (Willaert),CRIM_Mass_0016_4,Sanctus,CRIM_Mass_0016_4(4),4,Tenor,Tenor,Tenor
Missa Mente tota (Willaert),CRIM_Mass_0016_4,Sanctus,CRIM_Mass_0016_4(5),5,[Vagans],Vagans,Vagans
Missa Mente tota (Willaert),CRIM_Mass_0016_4,Sanctus,CRIM_Mass_0016_4(6),6,Bassus,Bassus,Bassus
Missa Mente tota (Willaert),CRIM_Mass_0016_5,Agnus Dei,CRIM_Mass_0016_5(1),1,[Discantus],Discantus,[Discantus]
Missa Mente tota (Willaert),CRIM_Mass_0016_5,Agnus Dei,CRIM_Mass_0016_5(2),2,Contratenor [Primus],Contratenor 1,[ContratenorPrimus]
Missa Mente tota (Willaert),CRIM_Mass_0016_5,Agnus Dei,CRIM_Mass_0016_5(3),3,[Contratenor Secundus],Contratenor 2,ContratenorSecundus
Missa Mente tota (Willaert),CRIM_Mass_0016_5,Agnus Dei,CRIM_Mass_0016_5(4),4,[Tenor],Tenor,Tenor
Missa Mente tota (Willaert),CRIM_Mass_0016_5,Agnus Dei,CRIM_Mass_0016_5(5),5,[Vagans],Vagans,Vagans
Missa Mente tota (Willaert),CRIM_Mass_0016_5,Agnus Dei,CRIM_Mass_0016_5(6),6,[Bassus],Bassus,Bassus
Missa Baisez moy,CRIM_Mass_0017_1,Kyrie,CRIM_Mass_0017_1(1),1,[Discantus],Discantus,[Discantus]
Missa Baisez moy,CRIM_Mass_0017_1,Kyrie,CRIM_Mass_0017_1(2),2,Contratenor,Contratenor,Contratenor
Missa Baisez moy,CRIM_Mass_0017_1,Kyrie,CRIM_Mass_0017_1(3),3,[Tenor resolutio]/Tenor 1,Tenor 1 [resolutio],TenorPrimus
Missa Baisez moy,CRIM_Mass_0017_1,Kyrie,CRIM_Mass_0017_1(4),4,Tenor/Tenor 2,Tenor 2,TenorSecundus
Missa Baisez moy,CRIM_Mass_0017_1,Kyrie,CRIM_Mass_0017_1(5),5,Barricanor/Barriton,Bassus,Barricanor
Missa Baisez moy,CRIM_Mass_0017_2,Gloria,CRIM_Mass_0017_2(1),1,[Discantus],Discantus,[Discantus]
Missa Baisez moy,CRIM_Mass_0017_2,Gloria,CRIM_Mass_0017_2(2),2,Contra[tenor],Contratenor,Contratenor
Missa Baisez moy,CRIM_Mass_0017_2,Gloria,CRIM_Mass_0017_2(3),3,[Tenor resolutio],Tenor 1 [resolutio],Tenor[Primus]
Missa Baisez moy,CRIM_Mass_0017_2,Gloria,CRIM_Mass_0017_2(4),4,Tenor [2],Tenor 2,[TenorSecundus]
Missa Baisez moy,CRIM_Mass_0017_2,Gloria,CRIM_Mass_0017_2(5),5,Barriton/Bassus,Bassus,Barriton/Bassus
Missa Baisez moy,CRIM_Mass_0017_3,Credo,CRIM_Mass_0017_3(1),1,[Discantus],Discantus,[Discantus]
Missa Baisez moy,CRIM_Mass_0017_3,Credo,CRIM_Mass_0017_3(2),2,Contratenor,Contratenor,Contratenor
Missa Baisez moy,CRIM_Mass_0017_3,Credo,CRIM_Mass_0017_3(3),3,[Tenor resolutio],Tenor 1 [resolutio],Tenor[Primus]
Missa Baisez moy,CRIM_Mass_0017_3,Credo,CRIM_Mass_0017_3(4),4,Tenor [2],Tenor 2,[TenorSecundus]
Missa Baisez moy,CRIM_Mass_0017_3,Credo,CRIM_Mass_0017_3(5),5,Barripharius/Barricanor/Bassus,Bassus,Barripharius/Barricanor/Bassus
Missa Baisez moy,CRIM_Mass_0017_4,Sanctus,CRIM_Mass_0017_4(1),1,[Discantus],Discantus,[Discantus]
Missa Baisez moy,CRIM_Mass_0017_4,Sanctus,CRIM_Mass_0017_4(2),2,Contratenor,Contratenor,Contratenor
Missa Baisez moy,CRIM_Mass_0017_4,Sanctus,CRIM_Mass_0017_4(3),3,[Tenor resolutio 1],Tenor 1 [resolutio],Tenor[Primus]
Missa Baisez moy,CRIM_Mass_0017_4,Sanctus,CRIM_Mass_0017_4(4),4,[Tenor resolutio 2],Tenor 2 [resolutio],[TenorSecundus]
Missa Baisez moy,CRIM_Mass_0017_4,Sanctus,CRIM_Mass_0017_4(5),5,Tenor [3],Tenor 3,[TenorTertius]
Missa Baisez moy,CRIM_Mass_0017_4,Sanctus,CRIM_Mass_0017_4(6),6,Bassus,Bassus,Bassus
Missa Baisez moy,CRIM_Mass_0017_5,Agnus Dei,CRIM_Mass_0017_5(1),1,[Discantus],Discantus,Discantus
Missa Baisez moy,CRIM_Mass_0017_5,Agnus Dei,CRIM_Mass_0017_5(2),2,Contra[tenor],Contratenor,Contratenor
Missa Baisez moy,CRIM_Mass_0017_5,Agnus Dei,CRIM_Mass_0017_5(3),3,[Tenor resolutio 1],Tenor 1 [resolutio],Tenor[Primus]
Missa Baisez moy,CRIM_Mass_0017_5,Agnus Dei,CRIM_Mass_0017_5(4),4,[Tenor resolutio 2],Tenor 2 [resolutio],[TenorSecundus]
Missa Baisez moy,CRIM_Mass_0017_5,Agnus Dei,CRIM_Mass_0017_5(5),5,[Tenor resolutio 3],Tenor 3 [resolutio],[TenorTertius]
Missa Baisez moy,CRIM_Mass_0017_5,Agnus Dei,CRIM_Mass_0017_5(6),6,Tenor [4],Tenor 4,[TenorQuartus]
Missa Baisez moy,CRIM_Mass_0017_5,Agnus Dei,CRIM_Mass_0017_5(7),7,Bassus,Bassus,Bassus
Missa Benedicta es (Morales),CRIM_Mass_0018_1,Kyrie,CRIM_Mass_0018_1(1),1,[Cantus],Cantus,[Cantus]
Missa Benedicta es (Morales),CRIM_Mass_0018_1,Kyrie,CRIM_Mass_0018_1(2),2,[Altus],Altus,[Altus]
Missa Benedicta es (Morales),CRIM_Mass_0018_1,Kyrie,CRIM_Mass_0018_1(3),3,[Tenor],Tenor,[Tenor]
Missa Benedicta es (Morales),CRIM_Mass_0018_1,Kyrie,CRIM_Mass_0018_1(4),4,[Bassus],Bassus,[Bassus]
Missa Benedicta es (Morales),CRIM_Mass_0018_2,Gloria,CRIM_Mass_0018_2(1),1,[Cantus],Cantus,[Cantus]
Missa Benedicta es (Morales),CRIM_Mass_0018_2,Gloria,CRIM_Mass_0018_2(2),2,[Altus],Altus,[Altus]
Missa Benedicta es (Morales),CRIM_Mass_0018_2,Gloria,CRIM_Mass_0018_2(3),3,[Tenor],Tenor,[Tenor]
Missa Benedicta es (Morales),CRIM_Mass_0018_2,Gloria,CRIM_Mass_0018_2(4),4,[Bassus],Bassus,[Bassus]
Missa Benedicta es (Morales),CRIM_Mass_0018_3,Credo,CRIM_Mass_0018_3(1),1,[Cantus],Cantus,[Cantus]
Missa Benedicta es (Morales),CRIM_Mass_0018_3,Credo,CRIM_Mass_0018_3(2),2,[Altus],Altus,[Altus]
Missa Benedicta es (Morales),CRIM_Mass_0018_3,Credo,CRIM_Mass_0018_3(3),3,[Tenor],Tenor,[Tenor]
Missa Benedicta es (Morales),CRIM_Mass_0018_3,Credo,CRIM_Mass_0018_3(4),4,[Bassus],Bassus,[Bassus]
Missa Benedicta es (Morales),CRIM_Mass_0018_4,Sanctus,CRIM_Mass_0018_4(1),1,[Cantus Primus],Cantus 1,[Cantus]
Missa Benedicta es (Morales),CRIM_Mass_0018_4,Sanctus,CRIM_Mass_0018_4(2),2,[Cantus Secundus],Cantus 2,[CantusSecundus]
Missa Benedicta es (Morales),CRIM_Mass_0018_4,Sanctus,CRIM_Mass_0018_4(3),3,Altus Primus,Altus 1,AltusPrimus
Missa Benedicta es (Morales),CRIM_Mass_0018_4,Sanctus,CRIM_Mass_0018_4(4),4,Altus Secundus,Altus 2,AltusSecundus
Missa Benedicta es (Morales),CRIM_Mass_0018_4,Sanctus,CRIM_Mass_0018_4(5),5,Tenor,Tenor,Tenor
Missa Benedicta es (Morales),CRIM_Mass_0018_4,Sanctus,CRIM_Mass_0018_4(6),6,Bazis,Bassus,Bassus
Missa Benedicta es (Morales),CRIM_Mass_0018_5,Agnus Dei,CRIM_Mass_0018_5(1),1,[Cantus Primus],Cantus 1,[Cantus]
Missa Benedicta es (Morales),CRIM_Mass_0018_5,Agnus Dei,CRIM_Mass_0018_5(2),2,Cantus Secundus,Cantus 2,CantusSecundus
Missa Benedicta es (Morales),CRIM_Mass_0018_5,Agnus Dei,CRIM_Mass_0018_5(3),3,Altus,Altus 1,Altus
Missa Benedicta es (Morales),CRIM_Mass_0018_5,Agnus Dei,CRIM_Mass_0018_5(4),4,Altus Secundus,Altus 2,AltusSecundus
Missa Benedicta es (Morales),CRIM_Mass_0018_5,Agnus Dei,CRIM_Mass_0018_5(5),5,[Tenor],Tenor,[Tenor]
Missa Benedicta es (Morales),CRIM_Mass_0018_5,Agnus Dei,CRIM_Mass_0018_5(6),6,[Bassus],Bassus,[Bassus]
Missa Veni sponsa Christi,CRIM_Mass_0019_1,Kyrie,CRIM_Mass_0019_1(1),1,Cantus,Cantus,Cantus
Missa Veni sponsa Christi,CRIM_Mass_0019_1,Kyrie,CRIM_Mass_0019_1(2),2,Altus,Altus,Altus
Missa Veni sponsa Christi,CRIM_Mass_0019_1,Kyrie,CRIM_Mass_0019_1(3),3,Tenor,Tenor,Tenor
Missa Veni sponsa Christi,CRIM_Mass_0019_1,Kyrie,CRIM_Mass_0019_1(4),4,Bassus,Bassus,Bassus
Missa Veni sponsa Christi,CRIM_Mass_0019_2,Gloria,CRIM_Mass_0019_2(1),1,Cantus,Cantus,Cantus
Missa Veni sponsa Christi,CRIM_Mass_0019_2,Gloria,CRIM_Mass_0019_2(2),2,Altus,Altus,Altus
Missa Veni sponsa Christi,CRIM_Mass_0019_2,Gloria,CRIM_Mass_0019_2(3),3,Tenor,Tenor,Tenor
Missa Veni sponsa Christi,CRIM_Mass_0019_2,Gloria,CRIM_Mass_0019_2(4),4,Bassus,Bassus,Bassus
Missa Veni sponsa Christi,CRIM_Mass_0019_3,Credo,CRIM_Mass_0019_3(1),1,Cantus,Cantus,Cantus
Missa Veni sponsa Christi,CRIM_Mass_0019_3,Credo,CRIM_Mass_0019_3(2),2,Altus,Altus,Altus
Missa Veni sponsa Christi,CRIM_Mass_0019_3,Credo,CRIM_Mass_0019_3(3),3,Tenor,Tenor,Tenor
Missa Veni sponsa Christi,CRIM_Mass_0019_3,Credo,CRIM_Mass_0019_3(4),4,Bassus,Bassus,Bassus
Missa Veni sponsa Christi,CRIM_Mass_0019_4,Sanctus,CRIM_Mass_0019_4(1),1,Cantus,Cantus,Cantus
Missa Veni sponsa Christi,CRIM_Mass_0019_4,Sanctus,CRIM_Mass_0019_4(2),2,Altus,Altus,Altus
Missa Veni sponsa Christi,CRIM_Mass_0019_4,Sanctus,CRIM_Mass_0019_4(3),3,Tenor,Tenor,Tenor
Missa Veni sponsa Christi,CRIM_Mass_0019_4,Sanctus,CRIM_Mass_0019_4(4),4,Bassus,Bassus,Bassus
Missa Veni sponsa Christi,CRIM_Mass_0019_5,Agnus Dei,CRIM_Mass_0019_5(1),1,Cantus,Cantus,Cantus
Missa Veni sponsa Christi,CRIM_Mass_0019_5,Agnus Dei,CRIM_Mass_0019_5(2),2,Altus,Altus,Altus
Missa Veni sponsa Christi,CRIM_Mass_0019_5,Agnus Dei,CRIM_Mass_0019_5(3),3,Quinta Pars,Quintus,Quinta Pars
Missa Veni sponsa Christi,CRIM_Mass_0019_5,Agnus Dei,CRIM_Mass_0019_5(4),4,Tenor,Tenor,Tenor
Missa Veni sponsa Christi,CRIM_Mass_0019_5,Agnus Dei,CRIM_Mass_0019_5(5),5,Bassus,Bassus,Bassus
Missa Susanne un jour,CRIM_Mass_0020_1,Kyrie,CRIM_Mass_0020_1(1),1,[Superius],Superius,[Superius]
Missa Susanne un jour,CRIM_Mass_0020_1,Kyrie,CRIM_Mass_0020_1(2),2,Contratenor,Contratenor,Contratenor
Missa Susanne un jour,CRIM_Mass_0020_1,Kyrie,CRIM_Mass_0020_1(3),3,Tenor,Tenor 1,Tenor
Missa Susanne un jour,CRIM_Mass_0020_1,Kyrie,CRIM_Mass_0020_1(4),4,Tenor Secundus,Tenor 2,TenorSecundus
Missa Susanne un jour,CRIM_Mass_0020_1,Kyrie,CRIM_Mass_0020_1(5),5,Bassus,Bassus,Bassus
Missa Susanne un jour,CRIM_Mass_0020_2,Gloria,CRIM_Mass_0020_2(1),1,[Superius],Superius,[Superius]
Missa Susanne un jour,CRIM_Mass_0020_2,Gloria,CRIM_Mass_0020_2(2),2,Contratenor,Contratenor,Contratenor
Missa Susanne un jour,CRIM_Mass_0020_2,Gloria,CRIM_Mass_0020_2(3),3,Tenor,Tenor 1,Tenor
Missa Susanne un jour,CRIM_Mass_0020_2,Gloria,CRIM_Mass_0020_2(4),4,Tenor Secundus,Tenor 2,TenorSecundus
Missa Susanne un jour,CRIM_Mass_0020_2,Gloria,CRIM_Mass_0020_2(5),5,Bassus,Bassus,Bassus
Missa Susanne un jour,CRIM_Mass_0020_3,Credo,CRIM_Mass_0020_3(1),1,[Superius],Superius,[Superius]
Missa Susanne un jour,CRIM_Mass_0020_3,Credo,CRIM_Mass_0020_3(2),2,Contratenor,Contratenor,Contratenor
Missa Susanne un jour,CRIM_Mass_0020_3,Credo,CRIM_Mass_0020_3(3),3,Tenor,Tenor 1,Tenor
Missa Susanne un jour,CRIM_Mass_0020_3,Credo,CRIM_Mass_0020_3(4),4,Tenor Secundus,Tenor 2,TenorSecundus
Missa Susanne un jour,CRIM_Mass_0020_3,Credo,CRIM_Mass_0020_3(5),5,Bassus,Bassus,Bassus
Missa Susanne un jour,CRIM_Mass_0020_4,Sanctus,CRIM_Mass_0020_4(1),1,[Superius],Superius,[Superius]
Missa Susanne un jour,CRIM_Mass_0020_4,Sanctus,CRIM_Mass_0020_4(2),2,Contratenor,Contratenor,Contratenor
Missa Susanne un jour,CRIM_Mass_0020_4,Sanctus,CRIM_Mass_0020_4(3),3,Tenor,Tenor 1,Tenor
Missa Susanne un jour,CRIM_Mass_0020_4,Sanctus,CRIM_Mass_0020_4(4),4,Tenor Secundus,Tenor 2,TenorSecundus
Missa Susanne un jour,CRIM_Mass_0020_4,Sanctus,CRIM_Mass_0020_4(5),5,Bassus,Bassus,Bassus
Missa Susanne un jour,CRIM_Mass_0020_5,Agnus Dei,CRIM_Mass_0020_5(1),1,[Superius],Superius,[Superius]
Missa Susanne un jour,CRIM_Mass_0020_5,Agnus Dei,CRIM_Mass_0020_5(2),2,Contratenor,Contratenor,Contratenor
Missa Susanne un jour,CRIM_Mass_0020_5,Agnus Dei,CRIM_Mass_0020_5(3),3,Tenor,Tenor 1,Tenor
Missa Susanne un jour,CRIM_Mass_0020_5,Agnus Dei,CRIM_Mass_0020_5(4),4,Tenor Secundus,Tenor 2,TenorSecundus
Missa Susanne un jour,CRIM_Mass_0020_5,Agnus Dei,CRIM_Mass_0020_5(5),5,Bassus,Bassus,Bassus
Missa super Ite rime dolenti,CRIM_Mass_0021_1,Kyrie,CRIM_Mass_0021_1(1),1,[Discantus],Discantus,[Discantus]
Missa super Ite rime dolenti,CRIM_Mass_0021_1,Kyrie,CRIM_Mass_0021_1(2),2,[Altus],Altus,[Altus]
Missa super Ite rime dolenti,CRIM_Mass_0021_1,Kyrie,CRIM_Mass_0021_1(3),3,[Tenor],Tenor,[Tenor]
Missa super Ite rime dolenti,CRIM_Mass_0021_1,Kyrie,CRIM_Mass_0021_1(4),4,[Quintus],Quintus,[Quintus]
Missa super Ite rime dolenti,CRIM_Mass_0021_1,Kyrie,CRIM_Mass_0021_1(5),5,[Bassus],Bassus,[Bassus]
Missa super Ite rime dolenti,CRIM_Mass_0021_2,Gloria,CRIM_Mass_0021_2(1),1,[Discantus],Discantus,[Discantus]
Missa super Ite rime dolenti,CRIM_Mass_0021_2,Gloria,CRIM_Mass_0021_2(2),2,[Altus],Altus,[Altus]
Missa super Ite rime dolenti,CRIM_Mass_0021_2,Gloria,CRIM_Mass_0021_2(3),3,[Tenor],Tenor,[Tenor]
Missa super Ite rime dolenti,CRIM_Mass_0021_2,Gloria,CRIM_Mass_0021_2(4),4,[Quintus],Quintus,[Quintus]
Missa super Ite rime dolenti,CRIM_Mass_0021_2,Gloria,CRIM_Mass_0021_2(5),5,[Bassus],Bassus,[Bassus]
Missa super Ite rime dolenti,CRIM_Mass_0021_3,Credo,CRIM_Mass_0021_3(1),1,[Discantus],Discantus,[Discantus]
Missa super Ite rime dolenti,CRIM_Mass_0021_3,Credo,CRIM_Mass_0021_3(2),2,[Altus],Altus,[Altus]
